entry_ts,exit_ts,symbol,side,reason,qty,entry_price,exit_price,entry_eff,exit_eff,pnl,return_pct,hold_minutes,mfe,mae,entry_limit
2025-10-14 11:06:00-04:00,2025-10-14 11:11:00-04:00,AQMS,long,atr_trail,1,19.458923428571428,19.020816285714286,19.46892342857143,19.010816285714284,-0.4581071428571448,-2.353017333176488,5.0,0.16107657142857335,-0.8489234285714282,
2025-10-14 11:13:00-04:00,2025-10-14 11:20:00-04:00,AQMS,long,atr_trail,1,21.154180142857143,21.131800714285713,21.164180142857145,21.121800714285712,-0.04237942857143295,-0.20024129583746664,7.0,1.8358198571428552,-0.7941801428571438,
2025-10-14 11:41:00-04:00,2025-10-14 11:46:00-04:00,AQMS,long,atr_trail,1,21.753956,21.177084999999998,21.763956,21.167084999999997,-0.5968710000000037,-2.742474759643898,5.0,0.43604400000000254,-1.4239560000000004,
2025-10-14 11:56:00-04:00,2025-10-14 12:04:00-04:00,AQMS,long,target_R_hit,1,23.467342285714285,26.151519657142856,23.477342285714286,26.141519657142855,2.6641773714285684,11.347866121327076,8.0,2.762657714285716,-0.5624422857142832,
2025-10-14 11:57:00-04:00,2025-10-14 12:05:00-04:00,AQMS,long,atr_trail,1,24.404516142857144,24.983602142857144,24.414516142857146,24.973602142857143,0.5590859999999971,2.289973705514403,8.0,1.8254838571428564,-1.1645161428571456,
2025-10-14 12:05:00-04:00,2025-10-14 12:07:00-04:00,AQMS,long,atr_trail,1,26.251253285714284,25.27062614285714,26.261253285714286,25.260626142857138,-1.000627142857148,-3.8102794713208654,2.0,-0.3312532857142827,-2.747853285714285,
2025-10-14 12:31:00-04:00,2025-10-14 12:34:00-04:00,AQMS,long,atr_trail,1,25.403342285714285,24.918983571428573,25.413342285714286,24.90898357142857,-0.5043587142857149,-1.9846217337938787,3.0,0.6766577142857138,-0.7933422857142851,
2025-10-14 13:50:00-04:00,2025-10-14 13:59:00-04:00,AQMS,long,atr_trail,1,23.978410142857143,24.57333285714286,23.988410142857145,24.563332857142857,0.5749227142857123,2.3966686865111164,9.0,1.7915898571428563,-0.9681101428571424,
2025-10-14 13:56:00-04:00,2025-10-14 13:59:00-04:00,AQMS,long,atr_trail,1,24.508391714285715,24.536754285714288,24.518391714285716,24.526754285714286,0.00836257142857022,0.03410734083222344,3.0,1.261608285714285,-1.4980917142857137,
2025-10-14 14:24:00-04:00,2025-10-14 14:26:00-04:00,AQMS,long,atr_trail,1,24.758557,24.836547142857142,24.768557,24.82654714285714,0.05799014285713966,0.23412806348444004,2.0,0.6014429999999997,-0.578557,
2025-10-14 14:26:00-04:00,2025-10-14 14:37:00-04:00,AQMS,long,target_R_hit,1,25.359332285714288,27.326213657142866,25.36933228571429,27.316213657142864,1.9468813714285744,7.674152987167426,11.0,4.040667714285711,-0.7193322857142874,
2025-10-14 14:37:00-04:00,2025-10-14 14:39:00-04:00,AQMS,long,atr_trail,1,29.21,28.29538785714286,29.220000000000002,28.285387857142858,-0.9346121428571443,-3.198535738730812,2.0,0.18999999999999773,-3.75,
2025-10-14 14:57:00-04:00,2025-10-14 15:07:00-04:00,AQMS,long,atr_trail,1,30.721903285714284,30.90991071428572,30.731903285714285,30.899910714285717,0.16800742857143192,0.5466873529096805,10.0,2.178096714285715,-0.8419032857142845,
2025-10-14 15:02:00-04:00,2025-10-14 15:07:00-04:00,AQMS,long,atr_trail,1,31.713374714285717,30.90991071428572,31.72337471428572,30.899910714285717,-0.8234640000000013,-2.5957641878156745,5.0,1.1866252857142818,-1.2733747142857155,
2025-10-14 15:11:00-04:00,2025-10-14 15:15:00-04:00,AQMS,long,atr_trail,1,34.30124442857143,35.979751428571426,34.31124442857143,35.96975142857143,1.6585070000000002,4.8337127598290675,4.0,3.2687555714285708,-1.2122444285714309,
2025-10-14 15:12:00-04:00,2025-10-14 15:15:00-04:00,AQMS,long,atr_trail,1,35.47338871428571,35.979751428571426,35.48338871428571,35.96975142857143,0.4863627142857183,1.3706771870126033,3.0,2.096611285714289,-2.083388714285711,
